ID	R05D01	R05D02	R05D03	R05D04	R05D05	R05D06	R05D07	R05T00	R05T01	R05T02	R05T03	R05T04
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_3_length_5534_cov_755.966235_248_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002840225886320215	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_41_length_2823_cov_1112.415101_473_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007268626556096472	0.00421864730396288	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_43_length_2801_cov_270.852513_517_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0007159012839704218	0.0	0.0	0.0	3.923060259911271e-05	0.0008379922312561292	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_45_length_2762_cov_154.974511_512_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004576091408766066	0.0005986932790882739	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_47_length_2722_cov_676.012748_301_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026435845734518472	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_7_length_5329_cov_19.664960_2995_1_2|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011623091962438686	0.0
R05T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_9_length_3715_cov_5062.550000_894_6_1|TTV_Clade3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.528391869372328e-06	0.01865387353659773	0.01819640529374075
R05T04_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_35_length_2615_cov_205.588281_375_6_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001384746249530501
R05T04_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_40_length_2478_cov_15297.367313_206_5_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10949272000176753
R05T04_VL46-0475-05292019|NODE_17_length_2958_cov_3234.613159_280_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012711550783235015
R05T04_VL46-0475-05292019|NODE_22_length_2938_cov_315.078044_279_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011160270431497315
R05T04_VL46-0475-05292019|NODE_23_length_2920_cov_10.736824_649_4_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1939748617121258e-05	0.0	3.4798170610459335e-05
R05T04_VL46-0475-05292019|NODE_24_length_2900_cov_1169.731107_326_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9726577909050346e-07	0.00458148295441992
R05T04_VL46-0475-05292019|NODE_25_length_2899_cov_1770.495429_535_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066610879123307045
R05T04_VL46-0475-05292019|NODE_27_length_2873_cov_6414.488999_512_2_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026122931442080378
R05T04_VL46-0475-05292019|NODE_2_length_5530_cov_423.435982_292_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.822713495497862e-06	0.0005985446461987288	0.0015145489494266587
R05T04_VL46-0475-05292019|NODE_30_length_2818_cov_32.484256_323_5_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2914421973620953e-05	4.4589866863575516e-07	0.00013311681138286825
R05T04_VL46-0475-05292019|NODE_36_length_2576_cov_5043.224117_298_1_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012234587307462417	0.0001410526121784439	0.018938213914849428
R05T04_VL46-0475-05292019|NODE_38_length_2555_cov_1254.406000_260_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.02443808849460454	0.0	0.0	0.0	0.0021174778669955864	0.007897757218876495	0.004894666489914054
R05T04_VL46-0475-05292019|NODE_3_length_5529_cov_295.953416_285_3_1|TLMV	0.0	0.0	0.0	0.0	0.0	7.443022925000281e-05	0.0	0.0	0.0	0.0	0.0	0.00036676167119595234
R05T04_VL46-0475-05292019|NODE_3_length_5529_cov_295.953416_3132_3_2|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017633834868871654
R05T04_VL46-0475-05292019|NODE_44_length_2452_cov_1905.869003_269_2_1|TTMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9726577909050346e-07	0.007269227370142065
R05T04_VL46-0475-05292019|NODE_5_length_5359_cov_873.892345_178_1_1|TLMV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019916807199063733	0.0028714014272773467
R05T04_VL46-0475-05292019|NODE_8_length_3529_cov_13808.038284_884_5_1|TTV_Clade7	0.0	0.0	0.0	0.0	0.0	0.004918271201230449	0.0	0.0	0.059944302505829036	0.005526885268031518	0.019851260094774274	0.06650234197211728
