NC_014074.1,"Torque teno virus 27, complete genome"
NC_014075.1,"Torque teno virus 12, complete genome"
NC_014076.1,"Torque teno virus 10, complete genome"
NC_014078.1,"Torque teno virus 19, complete genome"
NC_014079.1,"Torque teno virus 26, complete genome"
NC_014080.1,"Torque teno virus 7, complete genome"
NC_014081.1,"Torque teno virus 3, complete genome"
NC_014082.1,"Torque teno mini virus 7, complete genome"
NC_014083.1,"Torque teno virus 25, complete genome"
NC_014084.1,"Torque teno virus 8, complete genome"
NC_014086.1,"Torque teno mini virus 2, complete genome"
NC_014088.1,"Torque teno mini virus 3, complete genome"
NC_014089.1,"Torque teno mini virus 5, complete genome"
NC_014090.1,"Torque teno mini virus 4, complete genome"
NC_014091.1,"Torque teno virus 16, complete genome"
NC_014093.1,"Torque teno midi virus 2, complete genome"
NC_014094.1,"Torque teno virus 6, complete genome"
NC_014095.1,"Torque teno mini virus 6, complete genome"
NC_014096.1,"Torque teno virus 15, complete genome"
NC_014097.1,"Torque teno mini virus 1, complete genome"
NC_015783.1,"Torque teno virus, complete genome"
NC_020498.1,"TTV-like mini virus isolate TTMV_LY1, complete genome."
NC_025726.1,"Torque teno mini virus ALA22, complete genome."
NC_025727.1,"Torque teno mini virus ALH8, complete genome."
NC_030297.1,"Torque teno mini virus 18 isolate 222, complete genome."
NC_038338.1,"Torque teno virus 11 isolate TCHN-D1 Orf2 and Orf1 genes, complete cds."
NC_038340.1,"Torque teno virus 20 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-10."
NC_038341.1,"Torque teno virus 21 isolate TCHN-B ORF2 and ORF1 genes, complete cds."
NC_038343.1,"Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01."
NC_038344.1,"Torque teno virus 29 ORF2, ORF1, ORF3 genes, complete cds, isolate: TTVyon-KC009."
NC_038345.1,"Torque teno mini virus 10 isolate LIL-y1 ORF2, ORF1, ORF3, and ORF4 genes, complete cds."
NC_038346.1,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds."
NC_038347.1,"Torque teno mini virus 12 isolate LIL-y3 ORF2, ORF1, ORF3, and ORF4 genes, complete cds."
NC_038350.1,"Torque teno midi virus 3 isolate 2PoSMA ORF2 and ORF1 genes, complete cds."
NC_038351.1,"Torque teno midi virus 4 isolate 6PoSMA ORF2, ORF1, and ORF3 genes, complete cds."
NC_038352.1,"Torque teno midi virus 5 DNA, complete genome, isolate: MDJHem2."
NC_038353.1,"Torque teno midi virus 6 DNA, complete genome, isolate: MDJHem3-1."
NC_038354.1,"Torque teno midi virus 7 DNA, complete genome, isolate: MDJHem3-2."
NC_038355.1,"Torque teno midi virus 8 DNA, complete genome, isolate: MDJN1."
NC_038356.1,"Torque teno midi virus 9 DNA, complete genome, isolate: MDJN2."
NC_038357.1,"Torque teno midi virus 10 DNA, complete genome, isolate: MDJN14."
NC_038358.1,"Torque teno midi virus 11 DNA, complete genome, isolate: MDJN47."
NC_038359.1,"Torque teno midi virus 12 DNA, complete genome, isolate: MDJN51."
NC_038360.1,"Torque teno midi virus 13 DNA, complete genome, isolate: MDJN69."
NC_038361.1,"Torque teno midi virus 14 DNA, complete genome, isolate: MDJN97."
NC_038362.1,"Torque teno midi virus 15 DNA, complete genome, isolate: Pt-TTMDV210."
